202041,Savsko naselje,to_center
202042,Savsko naselje,from_center
826101,Selo Mali Dunaj,to_center
826102,Selo Mali Dunaj,from_center
415042,Selo pri Pancah K.,from_center
415041,Selo pri Pancah K.,to_center
826052,Selo pri Vodicah,from_center
826051,Selo pri Vodicah,to_center
304131,Silos,to_center
304132,Silos,from_center
825022,Skaručna,from_center
825021,Skaručna,to_center
803011,Slovenija avto,to_center
803012,Slovenija avto,from_center
204111,Slovenijales,to_center
204112,Slovenijales,from_center
103071,Smelt,to_center
103072,Smelt,from_center
815121,Smlednik šola,to_center
815122,Smlednik šola,from_center
737022,Smolnik nad hribom,from_center
737021,Smolnik nad hribom,to_center
737012,Smolnik Praprotnik,from_center
737011,Smolnik Praprotnik,to_center
736052,Smolnik Setnik,from_center
736051,Smolnik Setnik,to_center
736042,Smolnik Zalog,from_center
736041,Smolnik Zalog,to_center
736032,Smolnik žaga,from_center
736031,Smolnik žaga,to_center
406051,Smrekarjevo,to_center
406052,Smrekarjevo,from_center
204071,Sneberje,to_center
204072,Sneberje,from_center
614092,Snoj,from_center
614091,Snoj,to_center
404091,Sostro,to_center
404092,Sostro,from_center
404093,Sostro,to_center
815022,Sp. Pirniče,from_center
815021,Sp. Pirniče,to_center
803171,Spar,to_center
803172,Spar,from_center
504021,Spodnji Rudnik,to_center
504022,Spodnji Rudnik,from_center
725132,Sr.vas pri Polh.G.,from_center
725131,Sr.vas pri Polh.G.,to_center
202043,Središka,to_center
202044,Središka,from_center
102041,Stadion,to_center
102042,Stadion,from_center
625032,Staje,from_center
625031,Staje,to_center
703072,Stan in dom,from_center
703071,Stan in dom,to_center
804061,Stanežiče,to_center
804062,Stanežiče,from_center
804361,Stanežiče,to_center
802011,Stara cerkev,to_center
802012,Stara cerkev,from_center
505102,Stara pošta,from_center
505101,Stara pošta,to_center
103101,Stožice,to_center
103102,Stožice,from_center
503011,Strelišče,to_center
503012,Strelišče,from_center
502031,Streliška,to_center
502032,Streliška,from_center
304061,Studenec,to_center
304062,Studenec,from_center
727021,Suhi Dol/Planino,to_center
835031,Svetje,to_center
406011,Šemnikar,to_center
406012,Šemnikar,from_center
204151,Šentjakob,to_center
204152,Šentjakob,from_center
716051,Šentjošt,to_center
804041,Šentvid,to_center
804042,Šentvid,from_center
826131,Šinkov Turn,to_center
826132,Šinkov Turn,from_center
826141,Šinkov Turn hrib,to_center
826142,Šinkov Turn hrib,from_center
803016,Šišenska,from_center
515012,Škofljica,from_center
505012,Škofljica Javornik,from_center
505011,Škofljica Javornik,to_center
515013,Škofljica obračališče,to_center
504102,Škofljica Petkovšek,from_center
504101,Škofljica Petkovšek,to_center
515011,Škofljica špica,to_center
504112,Škofljica žaga,from_center
504111,Škofljica žaga,to_center
104071,Šlandrova,to_center
104072,Šlandrova,from_center
505062,Šmarje,from_center
505061,Šmarje,to_center
104191,Šmartno,to_center
104192,Šmartno,to_center
104194,Šmartno pod Š.G.,from_center
104193,Šmartno pod Š.G.,to_center
203041,Šola Jarše,to_center
203042,Šola Jarše,from_center
203044,Šola Jarše,from_center
744011,Šolska,to_center
744012,Šolska,from_center
505032,Špilar,from_center
505031,Špilar,to_center
403043,Štepanja vas,to_center
403042,Štepanja vas,from_center
403041,Štepanja vas,to_center
303041,Štepanjsko naselje,to_center
303043,Štepanjsko naselje,to_center
702022,Študentsko naselje,from_center
702021,Študentsko naselje,to_center
725022,Šuica,from_center
725021,Šuica,to_center
804101,Tabor,to_center
804102,Tabor,from_center
804104,Tabor,from_center
804151,Tacen,to_center
804152,Tacen,from_center
804141,Tacenski most,to_center
804142,Tacenski most,from_center
804144,Tacenski most,from_center
500011,Tavčarjeva,to_center
603141,Tbilisijska,to_center
603142,Tbilisijska,from_center
803071,Tehnounion,to_center
803072,Tehnounion,from_center
802061,Tiki,to_center
802062,Tiki,from_center
103182,Titova,from_center
801011,Tivoli,to_center
801012,Tivoli,from_center
701012,Tivolska,from_center
602042,tobačna,from_center
602041,tobačna,to_center
203081,tomačevo,to_center
203031,tomačevska,to_center
203032,tomačevska,from_center
103011,toplarna,to_center
103012,toplarna,from_center
102021,topniška,to_center
102022,topniška,from_center
103051,tovarna Lek,to_center
203062,tovorni kolodvor,to_center
203061,tovorni kolodvor,to_center
804011,Trata,to_center
804012,Trata,from_center
406021,Trebeljevo,to_center
406022,Trebeljevo,from_center
602121,Trnovo,to_center
704171,Tržaška,from_center
704172,Tržaška,from_center
803101,Tržnica Koseze,to_center
803102,Tržnica Koseze,from_center
303011,Tržnica Moste,to_center
303012,Tržnica Moste,from_center
406081,Tuji Grm,to_center
500012,Turist,from_center
826042,Utik,from_center
826041,Utik,to_center
804322,V Dovjež,from_center
804321,V Dovjež,to_center
815092,Valburga,from_center
815091,Valburga,to_center
415032,Veliki Lipoglav,from_center
415031,Veliki Lipoglav,to_center
603082,Veliki štradon,from_center
603081,Veliki štradon,to_center
835011,Verje,to_center
835012,Verje,from_center
826062,Vesca,from_center
826061,Vesca,to_center
304101,Vevče,to_center
202011,Viadukt,to_center
202012,Viadukt,from_center
703092,Vič,from_center
703091,Vič,to_center
815012,Vikrče,from_center
815011,Vikrče,to_center
703042,Viško polje,from_center
703041,Viško polje,to_center
804051,Vižmarje,to_center
826012,Vodice,from_center
826011,Vodice,to_center
826091,Vodice OŠ,to_center
826092,Vodice OŠ,from_center
505122,Vodičar,to_center
102071,Vodovodna,to_center
102072,Vodovodna,from_center
826082,Vojsko,to_center
826081,Vojsko,from_center
406061,Volavlje,to_center
406062,Volavlje,from_center
704031,Vrhovci,to_center
716041,Vrzdenec,to_center
203191,Yulon,to_center
203192,Yulon,from_center
204081,Zadobrova,to_center
204082,Zadobrova,from_center
204083,Zadobrova,to_center
204181,Zadružni dom,to_center
204182,Zadružni dom,from_center
404061,Zadvor,to_center
404062,Zadvor,from_center
715132,Zaklanec/Horjulu,from_center
715131,Zaklanec/Horjulu,to_center
204211,Zalog,to_center
303021,Zaloška,to_center
303024,Zaloška,from_center
825082,Zapoge,from_center
825081,Zapoge,to_center
825111,Zapoge obračališče,to_center
104171,Zasavska,to_center
104172,Zasavska,from_center
805091,Zbilje barka,to_center
805092,Zbilje barka,from_center
805082,Zbilje jezero,from_center
805081,Zbilje jezero,to_center
805072,Zbilje K,from_center
805071,Zbilje K,to_center
805062,Zbiljski Gaj,from_center
805061,Zbiljski Gaj,to_center
202051,Zelena jama,to_center
204191,Zeleni gaj,to_center
204192,Zeleni gaj,from_center
405071,Zg. Besnica,to_center
405072,Zg. Besnica,from_center
104202,Zg. Gameljne,from_center
104201,Zg. Gameljne,to_center
815032,Zg. Pirniče,from_center
815031,Zg. Pirniče,to_center
815041,Zg. Pirniče Mihovec,to_center
803091,Zgornja Šiška,to_center
803092,Zgornja Šiška,from_center
614052,Zidarjevec,from_center
614051,Zidarjevec,to_center
602092,Ziherlova,from_center
602093,Ziherlova,to_center
501022,Zmajski most,from_center
501021,Zmajski most,to_center
202061,Žale,to_center
202062,Žale,from_center
716032,Žažar,from_center
716031,Žažar,to_center
201011,Železna,to_center
725062,Žirovnik,from_center
725061,Žirovnik,to_center
203151,Žito,to_center
203152,Žito,from_center
703131,Živalski vrt,to_center
703121,Živalski vrt,to_center
703122,Živalski vrt,from_center
